Dataset,Model,Experiment name,Accuracy,Average Confidence,Standard Deviation Confidence,Average Entropy,Average mean,Average variance,Average skewness,Average kurtosis,Average top5 Entropy,Average top5 mean,Average top5 variance,Average top5 skewness,Average top5 kurtosis,top2_grad_confidence
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_mobilenet_v2_02-08-2023_06-15-22,/datasets/ImageNet/val/n01498041/ILSVRC2012_val_00001935.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_mobilenet_v2_02-08-2023_06-15-22/results/val_embeddings/300_embeddings.npy,stingray,0.8621193170547485,pufferfish,0.044923678040504456,eel,0.022390469908714294,hammerhead shark,0.002967774635180831,axolotl,0.002834367100149393
imagenet,labels-imagenet-a,predict_imagenet_labels-imagenet-a_resnet50_02-08-2023_06-43-04,/datasets/ImageNet/val/n01498041/ILSVRC2012_val_00001935.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-a_resnet50_02-08-2023_06-43-04/results/val_embeddings/300_embeddings.npy,stingray,0.8696243762969971,shovel,0.0010802726028487086,mushroom,0.001042964169755578,candle,0.0010061790235340595,flatworm,0.0009652793523855507
imagenet,labels-imagenet-a,predict_imagenet_labels-imagenet-a_resnet18_02-08-2023_07-34-13,/datasets/ImageNet/val/n01498041/ILSVRC2012_val_00001935.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-a_resnet18_02-08-2023_07-34-13/results/val_embeddings/300_embeddings.npy,stingray,0.999729335308075,pufferfish,0.0002185632474720478,shovel,2.9573844585684128e-05,flatworm,8.41285327624064e-06,broom,2.653596311574802e-06
imagenet,labels-imagenet-a,predict_imagenet_labels-imagenet-a_resnet34_02-08-2023_07-54-52,/datasets/ImageNet/val/n01498041/ILSVRC2012_val_00001935.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-a_resnet34_02-08-2023_07-54-52/results/val_embeddings/300_embeddings.npy,stingray,0.999897837638855,pufferfish,9.369925101054832e-05,shovel,2.7799421786767198e-06,spatula,1.8318866068511852e-06,mask,8.835324365463748e-07
imagenet,labels-imagenet-a,predict_imagenet_labels-imagenet-a_resnet101_02-08-2023_08-24-17,/datasets/ImageNet/val/n01498041/ILSVRC2012_val_00001935.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-a_resnet101_02-08-2023_08-24-17/results/val_embeddings/300_embeddings.npy,stingray,0.9999977350234985,shovel,2.1331429707061034e-06,spatula,5.345471976170302e-08,pufferfish,3.561062555945682e-08,flatworm,1.9362331737937666e-09
imagenet,labels-imagenet-a,predict_imagenet_labels-imagenet-a_resnet152_02-08-2023_09-40-00,/datasets/ImageNet/val/n01498041/ILSVRC2012_val_00001935.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-a_resnet152_02-08-2023_09-40-00/results/val_embeddings/300_embeddings.npy,stingray,0.9999972581863403,shovel,2.6663435619411757e-06,pufferfish,6.393334217591473e-08,flatworm,4.437189282668896e-09,spatula,4.100333406142909e-09
imagenet,labels-imagenet-a,predict_imagenet_labels-imagenet-a_vgg16_02-08-2023_11-25-10,/datasets/ImageNet/val/n01498041/ILSVRC2012_val_00001935.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-a_vgg16_02-08-2023_11-25-10/results/val_embeddings/300_embeddings.npy,stingray,0.9999997615814209,pufferfish,1.725993996615216e-07,doormat,3.957126892828455e-08,shovel,3.2251456616450014e-08,manhole cover,2.902426077255882e-09
imagenet,labels-imagenet-a,predict_imagenet_labels-imagenet-a_vgg19_02-08-2023_12-54-21,/datasets/ImageNet/val/n01498041/ILSVRC2012_val_00001935.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-a_vgg19_02-08-2023_12-54-21/results/val_embeddings/300_embeddings.npy,stingray,0.9999994039535522,pufferfish,3.8646538769171457e-07,manhole cover,1.3440151747090567e-07,flatworm,5.5270326981826656e-08,shovel,3.2111984182847664e-08
imagenet,labels-imagenet-a,predict_imagenet_labels-imagenet-a_alexnet_02-08-2023_14-36-03,/datasets/ImageNet/val/n01498041/ILSVRC2012_val_00001935.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-a_alexnet_02-08-2023_14-36-03/results/val_embeddings/300_embeddings.npy,stingray,0.999154806137085,shovel,0.00021143876074347645,manhole cover,0.00014690979151055217,sundial,0.00011158394045196474,spatula,9.29782836465165e-05
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_resnet18_02-08-2023_16-33-15,/datasets/ImageNet/val/n01496331/ILSVRC2012_val_00006554.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_resnet18_02-08-2023_16-33-15/results/val_embeddings/256_embeddings.npy,stingray,0.999687910079956,pufferfish,0.00021855418162886053,eel,7.956209447002038e-05,hammerhead shark,3.186993808412808e-06,broom,2.6534864900895627e-06
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_resnet34_02-08-2023_16-40-31,/datasets/ImageNet/val/n01496331/ILSVRC2012_val_00006554.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_resnet34_02-08-2023_16-40-31/results/val_embeddings/256_embeddings.npy,stingray,0.9998855590820312,pufferfish,9.369810140924528e-05,eel,1.3305729225976393e-05,hammerhead shark,5.7585161812312435e-06,guinea pig,1.97816788727323e-07
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_resnet50_02-08-2023_17-03-05,/datasets/ImageNet/val/n01496331/ILSVRC2012_val_00006554.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_resnet50_02-08-2023_17-03-05/results/val_embeddings/256_embeddings.npy,stingray,0.8689877390861511,hammerhead shark,0.0014157857513055205,mushroom,0.0010422006016597152,candle,0.0010054424637928605,tennis ball,0.0009719497757032514
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_resnet18_02-08-2023_17-16-20,/datasets/ImageNet/val/n01496331/ILSVRC2012_val_00006554.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_resnet18_02-08-2023_17-16-20/results/val_embeddings/256_embeddings.npy,stingray,0.999687910079956,pufferfish,0.00021855418162886053,eel,7.956209447002038e-05,hammerhead shark,3.186993808412808e-06,broom,2.6534864900895627e-06
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_resnet34_02-08-2023_17-23-15,/datasets/ImageNet/val/n01496331/ILSVRC2012_val_00006554.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_resnet34_02-08-2023_17-23-15/results/val_embeddings/256_embeddings.npy,stingray,0.9998855590820312,pufferfish,9.369810140924528e-05,eel,1.3305729225976393e-05,hammerhead shark,5.7585161812312435e-06,guinea pig,1.97816788727323e-07
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_resnet101_02-08-2023_17-32-22,/datasets/ImageNet/val/n01496331/ILSVRC2012_val_00006554.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_resnet101_02-08-2023_17-32-22/results/val_embeddings/256_embeddings.npy,stingray,1.0,pufferfish,3.5610707271871433e-08,guinea pig,5.231722166598729e-09,cowboy hat,4.195324088129837e-09,hammerhead shark,3.893555255984893e-09
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_resnet152_02-08-2023_17-49-45,/datasets/ImageNet/val/n01496331/ILSVRC2012_val_00006554.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_resnet152_02-08-2023_17-49-45/results/val_embeddings/256_embeddings.npy,stingray,0.9999998807907104,pufferfish,6.393351270617131e-08,hammerhead shark,4.75732839788634e-08,eel,2.9751172636593992e-09,shield,1.4451494445566482e-09
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_vgg16_02-08-2023_18-11-34,/datasets/ImageNet/val/n01496331/ILSVRC2012_val_00006554.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_vgg16_02-08-2023_18-11-34/results/val_embeddings/256_embeddings.npy,stingray,0.9999998807907104,pufferfish,1.7259942808323103e-07,eel,2.5347930421304454e-09,hammerhead shark,5.781482514954916e-10,sandal,2.689162226232611e-10
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_vgg19_02-08-2023_18-30-01,/datasets/ImageNet/val/n01496331/ILSVRC2012_val_00006554.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_vgg19_02-08-2023_18-30-01/results/val_embeddings/256_embeddings.npy,stingray,0.9999996423721313,pufferfish,3.8646547295684286e-07,eel,4.4436809787384846e-08,jellyfish,1.596909804391089e-08,sandal,5.594902319216999e-09
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_alexnet_02-08-2023_18-50-51,/datasets/ImageNet/val/n01496331/ILSVRC2012_val_00006554.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_alexnet_02-08-2023_18-50-51/results/val_embeddings/256_embeddings.npy,stingray,0.9994571805000305,eel,0.00029122232808731496,hammerhead shark,4.740627628052607e-05,cauldron,2.934402073151432e-05,sandal,2.844429218384903e-05
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_resnext_02-08-2023_18-54-51,/datasets/ImageNet/val/n01496331/ILSVRC2012_val_00006554.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_resnext_02-08-2023_18-54-51/results/val_embeddings/256_embeddings.npy,stingray,0.7778344750404358,hammerhead shark,0.00508228549733758,eel,0.0018291263841092587,great white shark,0.001689755474217236,pufferfish,0.0016321383882313967
imagenet,labels-imagenet-r,predict_imagenet_labels-imagenet-r_googlenet_02-08-2023_20-02-23,/datasets/ImageNet/val/n01496331/ILSVRC2012_val_00006554.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-r_googlenet_02-08-2023_20-02-23/results/val_embeddings/256_embeddings.npy,stingray,0.9994028806686401,eel,0.00022035467554815114,pufferfish,8.740403427509591e-05,hammerhead shark,6.028132702340372e-05,mitten,3.88855260098353e-05
imagenet,labels-imagenet-a,predict_imagenet_labels-imagenet-a_resnet50_02-08-2023_20-17-25,/datasets/ImageNet/val/n01440764/ILSVRC2012_val_00000293.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-a_resnet50_02-08-2023_20-17-25/results/val_embeddings/256_embeddings.npy,stingray,0.8696243762969971,shovel,0.0010802726028487086,mushroom,0.001042964169755578,candle,0.0010061790235340595,flatworm,0.0009652793523855507
imagenet,labels-imagenet-a,predict_imagenet_labels-imagenet-a_resnet18_02-08-2023_20-29-21,/datasets/ImageNet/val/n01440764/ILSVRC2012_val_00000293.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-a_resnet18_02-08-2023_20-29-21/results/val_embeddings/256_embeddings.npy,stingray,0.999729335308075,pufferfish,0.0002185632474720478,shovel,2.9573844585684128e-05,flatworm,8.41285327624064e-06,broom,2.653596311574802e-06
imagenet,labels-imagenet-a,predict_imagenet_labels-imagenet-a_resnet34_02-08-2023_20-35-32,/datasets/ImageNet/val/n01440764/ILSVRC2012_val_00000293.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-a_resnet34_02-08-2023_20-35-32/results/val_embeddings/256_embeddings.npy,stingray,0.999897837638855,pufferfish,9.369925101054832e-05,shovel,2.7799421786767198e-06,spatula,1.8318866068511852e-06,mask,8.835324365463748e-07
imagenet,labels-imagenet-a,predict_imagenet_labels-imagenet-a_resnet101_02-08-2023_20-43-28,/datasets/ImageNet/val/n01440764/ILSVRC2012_val_00000293.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-a_resnet101_02-08-2023_20-43-28/results/val_embeddings/256_embeddings.npy,stingray,0.9999977350234985,shovel,2.1331429707061034e-06,spatula,5.345471976170302e-08,pufferfish,3.561062555945682e-08,flatworm,1.9362331737937666e-09
imagenet,labels-imagenet-a,predict_imagenet_labels-imagenet-a_resnet152_02-08-2023_20-59-02,/datasets/ImageNet/val/n01440764/ILSVRC2012_val_00000293.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-a_resnet152_02-08-2023_20-59-02/results/val_embeddings/256_embeddings.npy,stingray,0.9999972581863403,shovel,2.6663435619411757e-06,pufferfish,6.393334217591473e-08,flatworm,4.437189282668896e-09,spatula,4.100333406142909e-09
imagenet,labels-imagenet-a,predict_imagenet_labels-imagenet-a_vgg16_02-08-2023_21-20-28,/datasets/ImageNet/val/n01440764/ILSVRC2012_val_00000293.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-a_vgg16_02-08-2023_21-20-28/results/val_embeddings/256_embeddings.npy,stingray,0.9999997615814209,pufferfish,1.725993996615216e-07,doormat,3.957126892828455e-08,shovel,3.2251456616450014e-08,manhole cover,2.902426077255882e-09
imagenet,resnet50,predict_imagenet_resnet50_22-07-2023_19-11-20,0.80856,0.39680512098979204,0.1766043349229566,4.378024011884778,0.0010000000318000093,0.00019540043649472183,28.46491827612877,848.5283491407776,0.5992963069573977,0.09679791574843227,0.03609267458977938,1.275563239864087,-0.0824920258140564,0.3469176264167491
imagenet,labels-imagenet-a,predict_imagenet_labels-imagenet-a_vgg19_02-08-2023_21-39-06,/datasets/ImageNet/val/n01440764/ILSVRC2012_val_00000293.JPEG,stingray,/home/davidva/experiments_David/predict_imagenet_labels-imagenet-a_vgg19_02-08-2023_21-39-06/results/val_embeddings/256_embeddings.npy,stingray,0.9999994039535522,pufferfish,3.8646538769171457e-07,manhole cover,1.3440151747090567e-07,flatworm,5.5270326981826656e-08,shovel,3.2111984182847664e-08
imagenet,resnet18,predict_imagenet_resnet18_22-07-2023_20-24-28,0.69758,0.7201774695518985,0.28015624648246124,1.0839474918155911,0.0010000001814146526,0.0006278685515514963,27.623414300584795,809.1595476230622,0.6164130811881056,0.18090946494948118,0.11456134124424601,1.2096943350563558,-0.1668119432401657,0.6144881693193639
imagenet,resnet34,predict_imagenet_resnet34_22-07-2023_20-52-31,0.73314,0.7678037980119139,0.2599382795888709,0.8741677453390085,0.0010000002097245305,0.0006854309872294152,28.392337888784407,843.342880204773,0.5269697560314993,0.18628105371497572,0.1269793848602837,1.254540180627008,-0.11215729789018632,0.6693937968304808
imagenet,resnet101,predict_imagenet_resnet101_22-07-2023_21-14-11,0.77374,0.8226801184078493,0.23363925153756177,0.6360291232691752,0.0010000002239434979,0.0007563447936041711,29.17342347205162,878.9842532546616,0.41473100331065454,0.19147275273237377,0.14266710541042224,1.301357757153943,-0.04771842122554779,0.7365813506567165
imagenet,resnet152,predict_imagenet_resnet152_22-07-2023_21-57-15,0.78312,0.8331403292528726,0.22722494743112923,0.5930381859783753,0.0010000002313405275,0.0007696190818601917,29.32115975713253,886.0009797459412,0.3942347113064493,0.1923637337287143,0.1456262229038747,1.3127548127179325,-0.03284055277824402,0.7499418075726803
imagenet,vgg16,predict_imagenet_vgg16_22-07-2023_22-51-58,0.71592,0.7398187017942592,0.2762127706818654,0.9786985890043306,0.001000000141132623,0.0006539129807233349,27.854527863602637,819.4996511626052,0.5785152885075233,0.1833402334946394,0.12011980616051371,1.223743021727273,-0.14938835739850997,0.636809186255721
imagenet,vgg19,predict_imagenet_vgg19_22-07-2023_23-40-06,0.72376,0.7472268920699693,0.2738814243805326,0.9482161725221996,0.001000000142797362,0.0006633169415024554,27.96492443198204,824.4546044297409,0.5624119262897355,0.18400560356751083,0.12220880377525187,1.2285455882036667,-0.14280689063072205,0.6454065094358535
imagenet,alexnet,predict_imagenet_alexnet_23-07-2023_01-05-35,0.56522,0.5830045132459142,0.30920539647565715,1.7241746942898803,0.0010000001353118568,0.0004693931572704059,25.233429437975882,705.8550423661042,0.8519464552287281,0.1620803104718402,0.08164741927032386,1.0937434517242166,-0.30816488218069077,0.4668536961975514
imagenet,resnext,predict_imagenet_resnext_23-07-2023_01-14-37,0.8283,0.4287520837162435,0.16687420538742165,4.251528580505139,0.0010000000320980326,0.00021784401485818534,29.337646515626908,887.5040128279877,0.48235681275530196,0.10049526555489749,0.040906028678897616,1.3229791382248397,-0.019410976014137268,0.38403566338385964
imagenet,wide_resnet,predict_imagenet_wide_resnet_23-07-2023_02-36-11,0.82514,0.70008131370835,0.1896040144320515,2.1590473239570978,0.001000000031106174,0.0005380558280710102,29.83037538101196,909.9107213842774,0.35706400459606247,0.15738946578960866,0.10299200291379362,1.350737583631831,0.02006824231147766,0.6423405994041251
imagenet,densenet121,predict_imagenet_densenet121_23-07-2023_03-48-42,0.74434,0.7672847224698961,0.2588404887555742,0.8825882113501212,0.001000000211589504,0.0006837368599946786,28.41461542503357,844.4648361699295,0.5296666943957826,0.18616136518022044,0.12661754315216128,1.2562669028738507,-0.10828757228851318,0.6694786012329798
imagenet,googlenet,predict_imagenet_googlenet_23-07-2023_04-18-24,0.69778,0.6351552291972563,0.2976528016101218,1.8291291797468234,0.0010000000397930853,0.0005182003958934411,26.931981737041472,779.6531254825592,0.7128901934409972,0.16305731258125974,0.09381742299916573,1.1811550010792973,-0.206316950674057,0.5343122579745133
imagenet,mobilenet,predict_imagenet_mobilenet_v2_23-07-2023_04-36-11,0.72156,0.3486093965431116,0.24405034915922535,4.325279622250823,0.0010000000314903446,0.0001912857970274672,25.124107955584527,706.4937951942825,0.9215999282685632,0.09508155645968393,0.03387639227039518,1.1240095658100313,-0.2727425123167038,0.2845521558237687
imagenetv2-matched-frequency-format-val,resnet50,predict_imagenetv2-matched-frequency-format-val_resnet50_23-07-2023_04-52-27,0.6987,0.35227003272622825,0.17973522842343734,4.5662545304814355,0.0010000000318163074,0.0001642112255795496,27.1194602560997,788.874483984375,0.7357238154765858,0.09115987975280732,0.029536034137493745,1.2027967296494484,-0.17887423170804978,0.2963434495269046
imagenetv2-matched-frequency-format-val,resnet18,predict_imagenetv2-matched-frequency-format-val_resnet18_23-07-2023_04-58-23,0.5729,0.6392724982626736,0.29660908453824447,1.4412573652326934,0.0010000001581269317,0.0005315605130757376,26.288748311185838,749.2566155448914,0.7650704933691566,0.17175897556990385,0.09387067705304421,1.1264517150436615,-0.2699178315758705,0.5204976310312193
imagenetv2-matched-frequency-format-val,resnet34,predict_imagenetv2-matched-frequency-format-val_resnet34_23-07-2023_05-00-52,0.6101,0.6902199965365231,0.28588977503447394,1.2077496841502473,0.0010000001796055585,0.0005911425205233172,27.12904489264488,786.3525907798767,0.6751803710844563,0.17824822174161672,0.10644845657868308,1.1744542210880402,-0.21124291750192642,0.5772364975789542
imagenetv2-matched-frequency-format-val,resnet101,predict_imagenetv2-matched-frequency-format-val_resnet101_23-07-2023_05-04-14,0.6554,0.7586905958890915,0.26352272344443467,0.9028916441501491,0.001000000205996912,0.0006747103748106383,28.222406225299835,835.3345742210388,0.5453890347209832,0.1857907546054572,0.12448511744751731,1.2420625030019903,-0.12612993965148925,0.6567636267654403
imagenetv2-matched-frequency-format-val,resnet152,predict_imagenetv2-matched-frequency-format-val_resnet152_23-07-2023_05-11-56,0.6698,0.7657058679401875,0.2616330813390789,0.8676911596499898,0.0010000002081389538,0.0006842969234818156,28.295330252313615,838.5009890716552,0.530968486648565,0.18661598348990083,0.12655531554856178,1.2438245250767423,-0.12469201518297196,0.6645303927797723
imagenetv2-matched-frequency-format-val,vgg16,predict_imagenetv2-matched-frequency-format-val_vgg16_23-07-2023_05-22-29,0.5881,0.6553158183515072,0.2977544922474128,1.3491913695010536,0.0010000001353560946,0.000552680995989158,26.459084646606446,757.0950812152862,0.7357682431315402,0.17387775252722204,0.0983104163969555,1.1425205005174823,-0.2527107903957367,0.5386441052651706
imagenetv2-matched-frequency-format-val,vgg19,predict_imagenetv2-matched-frequency-format-val_vgg19_23-07-2023_05-31-00,0.597,0.6644106438316405,0.2960705529935691,1.3143958586691518,0.001000000133609865,0.000563120636814483,26.646834693717956,765.3235795284271,0.7182095529963511,0.17478049243763089,0.10060876285947688,1.1551280511044868,-0.23889493416547775,0.5493460233507187
imagenetv2-matched-frequency-format-val,alexnet,predict_imagenetv2-matched-frequency-format-val_alexnet_23-07-2023_05-40-56,0.4351,0.5021261681891978,0.305139355229122,2.1143411767552056,0.0010000001187203452,0.0003808539288861539,23.68594242568016,640.035607524681,0.9850276070934766,0.15014065903648735,0.06354025499703916,1.0253325612508692,-0.3893659759759903,0.38148460426890435
imagenetv2-matched-frequency-format-val,resnext,predict_imagenetv2-matched-frequency-format-val_resnext_23-07-2023_05-42-17,0.7254,0.38383623086698354,0.17145705761032007,4.447572383179399,0.0010000000332365743,0.00018412479852277102,28.23025578684807,837.1064650470734,0.6193482745324843,0.09512179682031274,0.03373468006838384,1.2534360006396426,-0.1103292871594429,0.33132006840063594
imagenetv2-matched-frequency-format-val,wide_resnet,predict_imagenetv2-matched-frequency-format-val_wide_resnet_23-07-2023_05-57-13,0.7118,0.6457149672735483,0.21819574920011936,2.411566564666343,0.0010000000294763595,0.0004791585083721657,28.980508331871032,870.455790285492,0.4795545349117667,0.15166209445837886,0.09016458349681289,1.29272387635177,-0.059519840919971465,0.5759782089944862
imagenetv2-matched-frequency-format-val,densenet121,predict_imagenetv2-matched-frequency-format-val_densenet121_23-07-2023_06-11-35,0.6201,0.691874415871501,0.283443639902757,1.20979178039115,0.0010000001843553036,0.0005915935816344245,27.23395259041786,790.9698477191926,0.671656601407113,0.17816391421444713,0.10661538599201395,1.1862726153425334,-0.20131859401464464,0.5794766897486521
imagenetv2-matched-frequency-format-val,googlenet,predict_imagenetv2-matched-frequency-format-val_googlenet_23-07-2023_06-17-42,0.5785,0.55034468241781,0.3083331118453673,2.2838837716052547,0.001000000038545113,0.0004253158468970696,25.398341582870483,713.7007179735184,0.8551343460411148,0.15045798540301622,0.07480819234058395,1.104619217296887,-0.2943894394040108,0.4447061005280382
imagenetv2-matched-frequency-format-val,mobilenet,predict_imagenetv2-matched-frequency-format-val_mobilenet_v2_23-07-2023_06-21-11,0.597,0.281894056500867,0.2268063591983367,4.700766737242788,0.0010000000326661393,0.00014073724629300272,23.129496096611025,624.1281494091033,1.0509001839458012,0.08272559484243393,0.024121536337493074,1.032060227861796,-0.3803819467782974,0.2189292194569076
imagenetv2-threshold0.7-format-val,resnet50,predict_imagenetv2-threshold0.7-format-val_resnet50_23-07-2023_06-24-16,0.7771,0.37633578464929013,0.1752532728201509,4.478126975461841,0.0010000000329338946,0.00017961586538551728,27.95756674027443,825.2115429805756,0.653809251612192,0.09406915887231007,0.032821445264857085,1.2406555671122157,-0.1300189848780632,0.32332326652960985
imagenetv2-threshold0.7-format-val,resnet18,predict_imagenetv2-threshold0.7-format-val_resnet18_23-07-2023_06-30-17,0.6652,0.6954206397861242,0.2830381850118838,1.189959809109286,0.0010000001749023795,0.0005962192173224593,27.27737079334259,793.1046852222443,0.6658390814216609,0.17865025013238192,0.10753967344403145,1.1855987725635815,-0.19612427134513855,0.5838441965997813
imagenetv2-threshold0.7-format-val,resnet34,predict_imagenetv2-threshold0.7-format-val_resnet34_23-07-2023_06-33-09,0.7009,0.7423613727159798,0.2674420845498239,0.9780789547579314,0.001000000200443901,0.0006533614967682297,28.002872083091734,825.1742850471496,0.5779895461650965,0.1841447038602084,0.1197905656874521,1.2240346200184455,-0.15245338989496232,0.6362982201263964
imagenetv2-threshold0.7-format-val,resnet101,predict_imagenetv2-threshold0.7-format-val_resnet101_23-07-2023_06-36-34,0.7414,0.8026935017667711,0.24062150883176667,0.7196673282014358,0.0010000002201646567,0.0007288359410509656,28.92392604942322,867.4037377433776,0.4587027728605073,0.18998113913349807,0.1364063194670831,1.2864318716261303,-0.06816707648038864,0.7102782703603354
imagenetv2-threshold0.7-format-val,resnet152,predict_imagenetv2-threshold0.7-format-val_resnet152_23-07-2023_06-44-30,0.751,0.810717179883644,0.23770280355042234,0.6796726175232181,0.001000000224658288,0.00074031724325705,29.002921285772324,870.7509561786652,0.4414716035236023,0.1908566836548969,0.13892075613278412,1.2890603869546904,-0.0664522120475769,0.7193473732994972
imagenetv2-threshold0.7-format-val,vgg16,predict_imagenetv2-threshold0.7-format-val_vgg16_23-07-2023_06-55-31,0.6813,0.7076449769871309,0.28344156202605897,1.1162672922631558,0.0010000001430511476,0.000613511880734859,27.366099185848235,797.4397658542633,0.642602532365992,0.18020502126477658,0.11120585024231927,1.1923021141697951,-0.18737880996465683,0.5974444574670431
imagenetv2-threshold0.7-format-val,vgg19,predict_imagenetv2-threshold0.7-format-val_vgg19_23-07-2023_07-04-24,0.6868,0.7165867352176457,0.2815149220735806,1.0802242128301882,0.0010000001406413504,0.0006243206429512156,27.520273135137558,804.2628252532959,0.625979184886288,0.18115275012142956,0.11356951802383665,1.203836056360614,-0.17355652223825455,0.608782020080553
imagenetv2-threshold0.7-format-val,alexnet,predict_imagenetv2-threshold0.7-format-val_alexnet_23-07-2023_07-14-35,0.512,0.5487229662973434,0.3060655035232684,1.8809637107298676,0.0010000001307926142,0.000429867380150381,24.60476513829231,678.9931694200516,0.9127788567800764,0.15760031224805862,0.07331383659577714,1.068830235464509,-0.3395292018055916,0.42895814842050983
imagenetv2-threshold0.7-format-val,resnext,predict_imagenetv2-threshold0.7-format-val_resnext_23-07-2023_07-16-02,0.7975,0.4038738312942907,0.16327856690202047,4.383350159461424,0.001000000032002572,0.00019646936547171662,28.907507100868227,867.2403664413453,0.5414542147595377,0.09705461424067617,0.036484836812785214,1.2935318438759627,-0.060727126944065096,0.35541220954050784
imagenetv2-threshold0.7-format-val,wide_resnet,predict_imagenetv2-threshold0.7-format-val_wide_resnet_23-07-2023_07-31-03,0.7953,0.6799348647493869,0.19770622467802984,2.2639043385948985,0.0010000000283005648,0.0005142578936073733,29.588570173072814,898.322773828888,0.4002963964714087,0.1552115882832557,0.09782619162986357,1.3307674932167632,-0.008276609373092651,0.6174005605330222
imagenetsketch,resnet50,predict_imagenetsketch_resnet50_23-07-2023_11-40-46,0.2985989664184237,0.2256382562378065,0.17065475486180018,5.09842465262857,0.0010000000303546084,8.898352051228846e-05,22.392704788469313,588.0276362802971,1.114700767135212,0.07151500443975141,0.01439673123527706,0.9858488047219345,-0.4509741412248964,0.16396554065606828
imagenetv2-threshold0.7-format-val,densenet121,predict_imagenetv2-threshold0.7-format-val_densenet121_23-07-2023_07-45-18,0.705,0.7414502957534045,0.2655507322612459,0.9846435064540896,0.0010000002047396265,0.0006507162276056988,28.03713086977005,826.6801935005188,0.5826318956763694,0.18416231412924827,0.11916666221993837,1.2272454111192987,-0.1471127483487129,0.6357542764737962
imagenetv2-threshold0.7-format-val,googlenet,predict_imagenetv2-threshold0.7-format-val_googlenet_23-07-2023_07-51-09,0.6723,0.6021230241887271,0.29982123326984134,2.0051742224469478,0.0010000000387080945,0.00047957680155336676,26.42104281153679,756.8494703582763,0.7697557515743725,0.15869327014349402,0.08572265825081982,1.1514992387243044,-0.2399298300266266,0.4975314274532775
imagenetv2-threshold0.7-format-val,mobilenet,predict_imagenetv2-threshold0.7-format-val_mobilenet_v2_23-07-2023_07-54-32,0.689,0.32194729519812393,0.2364976855641183,4.478807549568638,0.0010000000346335582,0.000169693427575055,24.483622402048113,679.174601861763,0.9734086336394772,0.09042861847043969,0.02964165706353379,1.0939610030400035,-0.3068413362145424,0.25766957993589457
imagenetv2-top-images-format-val,resnet50,predict_imagenetv2-top-images-format-val_resnet50_23-07-2023_07-57-37,0.8197901049475262,0.3927171748667687,0.1696173149495973,4.42252019173831,0.0010000000312307227,0.00018959064625468063,28.544333805149044,851.4828252133699,0.593189110156531,0.0957335300527621,0.03501020022026026,1.2762519315008944,-0.08361890118220995,0.34297956735094726
